,"car","area","uf","mun","modulo_fiscal","tipo_imovel","situacao","condicao",,,
,"MG-3109006-61404357A2ED483FA03562E1C3164A46","18.1500","MG","Brumadinho","0.9075","IRU","AT","Aguardando","analise",,
,"MG-3109006-7242013FE5934595AB9FC3172F03B0CC","18.1500","MG","Brumadinho","0.9075","IRU","AT","Aguardando","analise",,
,"MG-3109006-FB0527E076A844AF9EDAF6983BC033A7","41.9272","MG","Brumadinho","2.0964","IRU","AT","Aguardando","analise",,
,"MG-3109006-1846BBDFB6104633A8496581FAEF4B7A","1.6619","MG","Brumadinho","0.0800","IRU","AT","Aguardando","análise",,
,"MG-3109006-5363371FA0E340B2B240174CAE0CEB40","28.5729","MG","Brumadinho","1.4300","IRU","AT","Aguardando","análise",,
,"MG-3109006-1FAD3D4E28CB4B8482A073842FDCACB8","62.8273","MG","Brumadinho","3.1414","IRU","AT","Aguardando","analise",,
,"MG-3109006-CF7AB8BE01174A24A324563BC0DAA737","12.2972","MG","Brumadinho","0.6100","IRU","AT","Aguardando","análise",,
,"MG-3109006-FD15BCC58205434EACF0D88FA7808925","2.6724","MG","Brumadinho","0.1300","IRU","AT","Aguardando","análise",,
,"MG-3109006-3382C030A59646629387C623D5278DD8","5.9531","MG","Brumadinho","0.2977","IRU","AT","Aguardando","analise",,
,"MG-3109006-9E69843250524273BF1A9B02DCBBF72F","26.0712","MG","Brumadinho","1.3000","IRU","AT","Aguardando","análise",,
,"MG-3109006-D90CA05916434776B5D8AFF54AC06291","3.9226","MG","Brumadinho","0.2000","IRU","AT","Aguardando","análise",,
,"MG-3109006-D53C96E83CE6467EAD6C5B57EBC3FB84","0.1498","MG","Brumadinho","0.0100","IRU","AT","Aguardando","análise",,
,"MG-3109006-B023CF99458A43679C9C1FC17B2ED844","55.7901","MG","Brumadinho","2.7895","IRU","AT","Aguardando","analise",,
,"MG-3109006-F536A83C18E6475A8146FD59FC457472","7.1694","MG","Brumadinho","0.3600","IRU","AT","Aguardando","análise",,
,"MG-3109006-082A2312374E4220A6F3DC97BCF83C6A","3.2937","MG","Brumadinho","0.1600","IRU","AT","Aguardando","análise",,
,"MG-3109006-191A060717A1445BA80685E65730AC2D","0.1529","MG","Brumadinho","0.0100","IRU","AT","Aguardando","análise",,
,"MG-3109006-147CE9CCA02F489AA429F46039BDCB78","18.2667","MG","Brumadinho","0.9133","IRU","AT","Aguardando","analise",,
,"MG-3109006-FBB869F645A84D35B89A173AA14A662A","5.2863","MG","Brumadinho","0.2643","IRU","AT","Aguardando","analise",,
,"MG-3109006-08142C818E914B9D95F6FBB6D4DF3762","2.1007","MG","Brumadinho","0.1000","IRU","AT","Aguardando","análise",,
,"MG-3109006-9683673C51E04D23AF02ED8708184057","1.2843","MG","Brumadinho","0.0600","IRU","AT","Aguardando","análise",,
,"MG-3109006-EEEBE70811B64AAB855E2891866678C7","74.0018","MG","Brumadinho","3.7000","IRU","AT","Aguardando","análise",,
,"MG-3109006-CAE66D3E887E4C0294FF45C06D6E1171","38.7483","MG","Brumadinho","1.9400","IRU","AT","Aguardando","análise",,
,"MG-3109006-A705768A781D4945850E150BB8519201","59.5777","MG","Brumadinho","2.9800","IRU","AT","Aguardando","análise",,
,"MG-3109006-78FE5A5A88134E0091B69DC09A873B64","3.5299","MG","Brumadinho","0.1765","IRU","AT","Aguardando","analise",,
,"MG-3109006-C5B86A6E24DE4CCA98398FE4CD946A4A","9.1717","MG","Brumadinho","0.4586","IRU","AT","Aguardando","analise",,
,"MG-3109006-FF7A7886C27046ED9126802B6C851CB1","6.3736","MG","Brumadinho","0.3200","IRU","AT","Aguardando","análise",,
,"MG-3109006-E9029EBA7AE94C3C9AD36D4434781D76","17.0462","MG","Brumadinho","0.8500","IRU","AT","Aguardando","análise",,
,"MG-3109006-3B49731D2B7342FD9FE34FA2A5412F81","2.0317","MG","Brumadinho","0.1016","IRU","AT","Aguardando","analise",,
,"MG-3109006-31F4691319BA4810843E2C77B4A41F7F","2.2800","MG","Brumadinho","0.1100","IRU","AT","Aguardando","análise",,
,"MG-3109006-19CDC63E600343FEBC6B8389E6E0A61C","2.0514","MG","Brumadinho","0.1026","IRU","AT","Aguardando","analise",,
,"MG-3109006-4C54E19DCB9C4B81807510F1089E999F","2.4690","MG","Brumadinho","0.1235","IRU","AT","Aguardando","analise",,
,"MG-3109006-EEA5A53F5D37467582246E9445F381B6","6.5153","MG","Brumadinho","0.3300","IRU","AT","Aguardando","análise",,
,"MG-3109006-CCE232CA91A1498CA4A0722662B16B2C","4.1707","MG","Brumadinho","0.2085","IRU","AT","Aguardando","analise",,
,"MG-3109006-3271890F80174B6498ABC52CBE12EF80","22.3837","MG","Brumadinho","1.1200","IRU","AT","Aguardando","análise",,
,"MG-3109006-A06AEEA223984B0EB99EB61E5BD62236","4.7507","MG","Brumadinho","0.2375","IRU","AT","Aguardando","analise",,
,"MG-3109006-7166156E22724731898817588A3CE9CE","9.3198","MG","Brumadinho","0.4660","IRU","AT","Aguardando","analise",,
,"MG-3109006-21368CB664EE4B838F6FD14A8F0EFFC3","3.1355","MG","Brumadinho","0.1568","IRU","AT","Aguardando","analise",,
,"MG-3109006-77E1CA4788A94757A1725E0C676B2E54","15.1020","MG","Brumadinho","0.7551","IRU","AT","Aguardando","analise",,
,"MG-3109006-2665FAC63A2246D4857F40773D60389B","1.0574","MG","Brumadinho","0.0529","IRU","AT","Aguardando","analise",,
,"MG-3109006-CE5318B4DEC344349FA3A72315C52CB1","0.7537","MG","Brumadinho","0.0377","IRU","AT","Aguardando","analise",,
,"MG-3109006-94FED5F9E6774E028C29C97806D38A0F","59.8742","MG","Brumadinho","2.9937","IRU","AT","Aguardando","analise",,
,"MG-3109006-F7EEA935919546ECA21AAD8EFD7FFAEA","12.0655","MG","Brumadinho","0.6033","IRU","AT","Aguardando","analise",,
,"MG-3109006-5D2BE7B35B83410E9C7FEB775DE101F9","50.8059","MG","Brumadinho","2.5403","IRU","AT","Aguardando","análise",,
,"MG-3109006-52C1811E92554BA78464FEBA99003652","12.7386","MG","Brumadinho","0.6369","IRU","AT","Aguardando","analise",,
,"MG-3109006-C79AF4866F864C0D8FB1336301ED761F","25.4621","MG","Brumadinho","1.2731","IRU","AT","Aguardando","analise",,
,"MG-3109006-4B77044A5873436E92744B1C76AD33B4","133.3906","MG","Brumadinho","6.6695","IRU","AT","Aguardando","analise",,
,"MG-3109006-1E9707928A2540A9BAA17E7E54E581AF","173.8384","MG","Brumadinho","8.6919","IRU","AT","Aguardando","analise",,
,"MG-3109006-C84951155E454C668D6B2ED68E43CA4A","10.6533","MG","Brumadinho","0.5327","IRU","AT","Aguardando","analise",,
,"MG-3109006-C988BF2E1B3E4F3E8D9008EB312A4711","52.7013","MG","Brumadinho","2.6351","IRU","AT","Aguardando","analise",,
,"MG-3109006-4F3B751EAA164C368489597A696C6893","1.2059","MG","Brumadinho","0.0600","IRU","AT","Aguardando","análise",,
,"MG-3109006-E549DECFE56A4E60864DE83CF51428C3","9.2591","MG","Brumadinho","0.4600","IRU","AT","Aguardando","análise",,
,"MG-3109006-793B0EE4463E4D92BFB673347FB805FD","4.0484","MG","Brumadinho","0.2000","IRU","AT","Aguardando","análise",,
,"MG-3109006-278257CD21B14ED6847E6849C6EBB614","19.2129","MG","Brumadinho","0.9606","IRU","AT","Aguardando","analise",,
,"MG-3109006-13CB2946B90142E78735ED92A11AC14F","3.9829","MG","Brumadinho","0.2000","IRU","AT","Aguardando","análise",,
,"MG-3109006-F16C339A60324EC6B7726899641A968D","7.9818","MG","Brumadinho","0.4000","IRU","AT","Aguardando","análise",,
,"MG-3109006-D23E3AE6DB45416A8F66B999923AE11F","102.1262","MG","Brumadinho","5.1063","IRU","AT","Aguardando","analise",,
,"MG-3109006-3D1E3BA6F19749B6ABAB10145C3D2A42","61.3491","MG","Brumadinho","3.0675","IRU","AT","Aguardando","analise",,
,"MG-3109006-E4DF139B839D4F00A3CAB2F543168C01","2.7846","MG","Brumadinho","0.1400","IRU","AT","Aguardando","análise",,
,"MG-3109006-4F57C148A2994133A8A9505DD98CFF18","17.1749","MG","Brumadinho","0.8587","IRU","AT","Aguardando","analise",,
,"MG-3109006-0B7E15A6D4BF444CBDF5F615584DAD71","32.4933","MG","Brumadinho","1.6247","IRU","AT","Aguardando","analise",,
,"MG-3109006-A5A91E1CFC904FC39AA076CC9D531728","40.0036","MG","Brumadinho","2.0002","IRU","AT","Aguardando","analise",,
,"MG-3109006-54E09E2FAC054B9F8E5FB4773C8AC36E","52.0494","MG","Brumadinho","2.6025","IRU","AT","Aguardando","analise",,
,"MG-3109006-87EE22DF3B5D4DEFA6DFF5D617081F39","0.6750","MG","Brumadinho","0.0337","IRU","AT","Aguardando","análise",,
,"MG-3109006-3B9CF4284C4C4ED794C1FC8370236867","1.1789","MG","Brumadinho","0.0589","IRU","AT","Aguardando","análise",,
,"MG-3109006-99589CE0F24F4B388CA4627FABE7F46B","86.9350","MG","Brumadinho","4.3467","IRU","AT","Aguardando","análise",,
,"MG-3109006-78FBC4131EA747A987C1C2A78D76E75A","46.2066","MG","Brumadinho","2.3103","IRU","AT","Aguardando","análise",,
,"MG-3109006-6D7334EE7FE14F13ADD33C794824D3D2","6.5183","MG","Brumadinho","0.3259","IRU","AT","Aguardando","análise",,
,"MG-3109006-2AB6479E70D24BF0ADB6373454D6489E","2.1427","MG","Brumadinho","0.1071","IRU","AT","Aguardando","análise",,
,"MG-3109006-29BC7C8420A345DA80996D1E4FD5AFC9","8.5259","MG","Brumadinho","0.4263","IRU","AT","Aguardando","análise",,
,"MG-3109006-30495880B321452D891DC73A4B57ADC0","69.7771","MG","Brumadinho","3.4889","IRU","AT","Aguardando","análise",,
,"MG-3109006-F6EB309AECE649F0B175582625D2AA2F","1.2160","MG","Brumadinho","0.0608","IRU","AT","Aguardando","análise",,
,"MG-3109006-F1787918826B407A9A5E86F6C5D790ED","22.2947","MG","Brumadinho","1.1147","IRU","AT","Aguardando","análise",,
,"MG-3109006-376399BBEFB04FE4B0F098892FBB61DD","23.8649","MG","Brumadinho","1.1932","IRU","AT","Aguardando","análise",,
,"MG-3109006-E2C60A939F7543FE95271065C68AACC3","5.2160","MG","Brumadinho","0.2608","IRU","AT","Aguardando","análise",,
,"MG-3109006-4CD3B4EAEB17425194FEA9E763868918","4.9583","MG","Brumadinho","0.2479","IRU","AT","Aguardando","análise",,
,"MG-3109006-45E704775CD4471196ADE69A1B9D9025","3.0980","MG","Brumadinho","0.1549","IRU","AT","Aguardando","análise",,
,"MG-3109006-2EA007E953E345118C8F16F0B401AFEF","5.1223","MG","Brumadinho","0.2561","IRU","AT","Aguardando","análise",,
,"MG-3109006-3612CEB447794D2C9A55BD1824FBD666","4.7998","MG","Brumadinho","0.2400","IRU","AT","Aguardando","análise",,
,"MG-3109006-6F12F0CBC5D04FDAA8863EA9F038A90B","1.0481","MG","Brumadinho","0.0524","IRU","AT","Aguardando","analise",,
,"MG-3109006-F374946ADC1B48ADBB25FF8DC6FC76EA","8.4845","MG","Brumadinho","0.4242","IRU","AT","Aguardando","análise",,
,"MG-3109006-CA94B527A97F40C0899D06BFB00B1519","4.9247","MG","Brumadinho","0.2462","IRU","AT","Aguardando","análise",,
,"MG-3109006-742C68907219469397AD55EC4FB06704","1.8709","MG","Brumadinho","0.0935","IRU","AT","Aguardando","análise",,
,"MG-3109006-E694B170F8A6478EB4057D3BE3EAFBDB","33.3850","MG","Brumadinho","1.6692","IRU","AT","Aguardando","analise",,
,"MG-3109006-F15385E14F75458DB0DF7939342E856A","14.3526","MG","Brumadinho","0.7176","IRU","AT","Aguardando","analise",,
,"MG-3109006-5CA213ADB62D45378E88328A6F935CAA","2.1788","MG","Brumadinho","0.1089","IRU","AT","Aguardando","analise",,
,"MG-3109006-291E3A7DA3B24B70BB2D8A62AFA7E152","4.8195","MG","Brumadinho","0.2410","IRU","AT","Aguardando","analise",,
,"MG-3109006-D87A5A4B86CB4028B9638B906372F5C7","0.7960","MG","Brumadinho","0.0398","IRU","AT","Aguardando","análise",,
,"MG-3109006-46A89441B0954578A78562F0F233E5EB","0.6800","MG","Brumadinho","0.0340","IRU","AT","Aguardando","análise",,
,"MG-3109006-815A7591C54D4F05BE25AEEB437FEA5C","26.3737","MG","Brumadinho","1.3187","IRU","AT","Aguardando","analise",,
,"MG-3109006-73E5C009D1D542C89DB4A5795D22976D","7.0700","MG","Brumadinho","0.3535","IRU","AT","Aguardando","analise",,
,"MG-3109006-27A7E04D8F6C4D0B88400AB10115F7E4","1.2502","MG","Brumadinho","0.0625","IRU","AT","Aguardando","analise",,
,"MG-3109006-068909DB80C0433A8DB82A12C1D58BE8","9.9870","MG","Brumadinho","0.4993","IRU","AT","Aguardando","analise",,
,"MG-3109006-D36BF11788B04BCCB7C36612D7DFBDE7","0.1822","MG","Brumadinho","0.0100","IRU","AT","Aguardando","análise",,
,"MG-3109006-2B2D1A71046347ED9105B82F2853FE53","16.8767","MG","Brumadinho","0.8438","IRU","AT","Aguardando","análise",,
,"MG-3109006-AD42023D814C459CA29781181F3F13D7","25.7776","MG","Brumadinho","1.2889","IRU","AT","Aguardando","análise",,
,"MG-3109006-0C4D1998EF0444CF90EDBD26F9D6BB44","71.1480","MG","Brumadinho","3.5574","IRU","AT","Aguardando","análise",,
,"MG-3109006-1AED1545178F4A9D93D985927B975C89","27.6513","MG","Brumadinho","1.3826","IRU","AT","Aguardando","análise",,
,"MG-3109006-18E9C8E7816C4F03B479298F76FA42A3","2.2202","MG","Brumadinho","0.1110","IRU","AT","Aguardando","análise",,
,"MG-3109006-07E40A2976F24C4087A9F3D0F789D76C","6.5623","MG","Brumadinho","0.3281","IRU","AT","Aguardando","analise",,
,"MG-3109006-497B6689C676400DA491A9BBA3DEC754","2.0380","MG","Brumadinho","0.1019","IRU","AT","Aguardando","analise",,
,"MG-3109006-94F3ABF9E1B64933ABEFCC67D38EFED6","8.6156","MG","Brumadinho","0.4308","IRU","AT","Aguardando","análise",,
,"MG-3109006-1CE21D099C3D4727948B3F129C182D56","18.8749","MG","Brumadinho","0.9437","IRU","AT","Aguardando","análise",,
,"MG-3109006-715645E72F8C4976B2D510A31B7671E7","19.9032","MG","Brumadinho","0.9952","IRU","AT","Aguardando","análise",,
,"MG-3109006-E5A3AB9181884AEDACB41C8DE7B29AC1","2.5993","MG","Brumadinho","0.1300","IRU","AT","Aguardando","análise",,
,"MG-3109006-C0B776137EAF46198B61A775D956397C","11.3154","MG","Brumadinho","0.5658","IRU","AT","Aguardando","análise",,
,"MG-3109006-84B9AAC7DA8A4C7485704CA739C27F2F","10.5601","MG","Brumadinho","0.5280","IRU","AT","Aguardando","análise",,
,"MG-3109006-40240DA895F24DEE9BD86663149BE3B4","2.9941","MG","Brumadinho","0.1497","IRU","AT","Aguardando","análise",,
,"MG-3109006-31D3B584165A48F5933DB2F234E78518","5.0479","MG","Brumadinho","0.2524","IRU","AT","Aguardando","análise",,
,"MG-3109006-1D174F0421AA464C973C221D3379D189","22.1358","MG","Brumadinho","1.1068","IRU","AT","Aguardando","analise",,
,"MG-3109006-9FA308A836724245B245D710228E5832","1.0626","MG","Brumadinho","0.0531","IRU","AT","Aguardando","análise",,
,"MG-3109006-E1193A3139064FD7A435CD66529BAE8A","2.0000","MG","Brumadinho","0.1000","IRU","AT","Aguardando","analise",,
,"MG-3109006-2172F2293CF746A28D052ACED11DA2C1","4.6173","MG","Brumadinho","0.2309","IRU","AT","Aguardando","analise",,
,"MG-3109006-ECBF483F122B4BD4A2EC2E22B43724D1","29.2778","MG","Brumadinho","1.4600","IRU","AT","Aguardando","análise",,
,"MG-3109006-8D0FFAA6CD4F4B9999BED08066DB76A1","17.6738","MG","Brumadinho","0.8837","IRU","AT","Aguardando","análise",,
,"MG-3109006-827D306E64DC49DC818C93158EAFA8F4","40.5659","MG","Brumadinho","2.0283","IRU","AT","Aguardando","analise",,
,"MG-3109006-6176081EAD4A44A5AFC93641151D2BE5","2.0748","MG","Brumadinho","0.1037","IRU","AT","Aguardando","analise",,
,"MG-3109006-BE9724819D0847F7AFC42F336ACDBC16","32.3225","MG","Brumadinho","1.6161","IRU","AT","Aguardando","análise",,
,"MG-3109006-6EA25F37810646FEA6642B1A41CAC79B","13.6150","MG","Brumadinho","0.6808","IRU","AT","Aguardando","analise",,
,"MG-3109006-BAD90609615C45D29D57A1251A701930","36.2365","MG","Brumadinho","1.8118","IRU","AT","Aguardando","analise",,
,"MG-3109006-2DEC1F2AB73A4A15BD030075B2A2A84A","24.4622","MG","Brumadinho","1.2231","IRU","AT","Aguardando","analise",,
,"MG-3109006-969059974925424087630AD21109EA2A","0.7450","MG","Brumadinho","0.0373","IRU","AT","Aguardando","analise",,
,"MG-3109006-E9216150912A41E18DE200CD186ADBF7","9.0337","MG","Brumadinho","0.4517","IRU","AT","Aguardando","analise",,
,"MG-3109006-DAEFD8480A8148FEB97614229A70473C","89.2645","MG","Brumadinho","4.4632","IRU","AT","Aguardando","analise",,
,"MG-3109006-001C969B75BB4FCF9BE1AEC218A6E627","133.7550","MG","Brumadinho","6.6877","IRU","AT","Aguardando","analise",,
,"MG-3109006-01468F118F814B89B9A41995A3E90513","159.1133","MG","Brumadinho","7.9500","IRU","AT","Aguardando","análise",,
,"MG-3109006-A6938FC0B5ED45878BAD4A859EF0E9E1","6.2170","MG","Brumadinho","0.3109","IRU","AT","Aguardando","analise",,
,"MG-3109006-4EBE115E91A740A09392A0A9D9AC303A","4.0878","MG","Brumadinho","0.2044","IRU","AT","Aguardando","analise",,
,"MG-3109006-B7672632E5674213B8CEAA161A8CD068","25.1667","MG","Brumadinho","1.2583","IRU","AT","Aguardando","analise",,
,"MG-3109006-8B793720DC05407D90227795D38AA4C9","15.9706","MG","Brumadinho","0.7985","IRU","AT","Aguardando","analise",,
,"MG-3109006-EF3E4F03F931429BB746F10B7B5860E0","2.3659","MG","Brumadinho","0.1183","IRU","AT","Aguardando","analise",,
,"MG-3109006-BB5AEA846607494383B76B022A7A48C3","0.1959","MG","Brumadinho","0.0098","IRU","AT","Aguardando","analise",,
,"MG-3109006-24C79280A65E465AB2B5B0B0B8FF1E41","112.8833","MG","Brumadinho","5.6442","IRU","AT","Aguardando","analise",,
,"MG-3109006-4EDB3A9EE5F5458386621FEDB9CFC0BC","15.4542","MG","Brumadinho","0.7727","IRU","AT","Aguardando","analise",,
,"MG-3109006-A8C07A22B19441978C55C67B5BFF77E6","24.8273","MG","Brumadinho","1.2414","IRU","AT","Aguardando","análise",,
,"MG-3109006-C049069A6CAE43BBB0A88E27ED8C65C0","46.9875","MG","Brumadinho","2.3494","IRU","AT","Aguardando","analise",,
,"MG-3109006-6F8B503581A04EF48B86EA585FA362DF","157.4554","MG","Brumadinho","7.8728","IRU","AT","Aguardando","analise",,
,"MG-3109006-55B22A0D71484A278A0F2D4E351125A5","1.8988","MG","Brumadinho","0.0949","IRU","AT","Aguardando","analise",,
,"MG-3109006-43364825259649359C0F9BEEE34B03B9","43.7190","MG","Brumadinho","2.1859","IRU","AT","Aguardando","análise",,
,"MG-3109006-E0155BE664214C37A35ADCF2F765BE21","172.4023","MG","Brumadinho","8.6201","IRU","AT","Aguardando","analise",,
,"MG-3109006-36C3F72A99714ED2A8644CFFE2E773CD","10.8199","MG","Brumadinho","0.5410","IRU","AT","Aguardando","analise",,
,"MG-3109006-A23154C3327C49C49C397B0ED02A7BCA","5.5389","MG","Brumadinho","0.2769","IRU","AT","Aguardando","analise",,
,"MG-3109006-B7E81873D3EA4C078E908AE27A697B41","68.5630","MG","Brumadinho","3.4282","IRU","AT","Aguardando","analise",,
,"MG-3109006-D3BA5C968C9842FBB1A2F27CFAA19309","217.4783","MG","Brumadinho","10.8739","IRU","AT","Aguardando","analise",,
,"MG-3109006-106F20554B674D36909386C43012B58E","15.1743","MG","Brumadinho","0.7587","IRU","AT","Aguardando","analise",,
,"MG-3109006-655029858D3241B38D91558372B789DC","38.2267","MG","Brumadinho","1.9113","IRU","AT","Aguardando","analise",,
,"MG-3109006-72B5DA17287B49CD97D332CC1F58E9F3","82.1199","MG","Brumadinho","4.1060","IRU","AT","Aguardando","analise",,
,"MG-3109006-AAF654E520544372845C0B005E3C6EE1","3.7678","MG","Brumadinho","0.1884","IRU","AT","Aguardando","analise",,
,"MG-3109006-1C55FB5E0E304ACB930C80846557D48E","48.4491","MG","Brumadinho","2.4225","IRU","AT","Aguardando","analise",,
,"MG-3109006-E84FD267D2D74A70A5C6A75F5DBAF750","21.0217","MG","Brumadinho","1.0511","IRU","AT","Aguardando","análise",,
,"MG-3109006-512358CDBCC94DED8017281D2D78DB35","102.4379","MG","Brumadinho","5.1219","IRU","AT","Aguardando","análise",,
,"MG-3109006-5B634D0D6CD34A4AB4B769907AFF1A58","4.4805","MG","Brumadinho","0.2240","IRU","AT","Aguardando","análise",,
,"MG-3109006-89172B5F45F04AE792CD794AFCA3D416","336.3232","MG","Brumadinho","16.8162","IRU","AT","Aguardando","analise",,
,"MG-3109006-CC0617C6073B4407AFC2D2E47367C975","3.5959","MG","Brumadinho","0.1798","IRU","AT","Aguardando","analise",,
,"MG-3109006-FEF36A513913478C8608853FE5760AE9","6.2671","MG","Brumadinho","0.3134","IRU","AT","Aguardando","analise",,
,"MG-3109006-D8429A3E9980439D9EF3833297721D7A","11.4513","MG","Brumadinho","0.5726","IRU","AT","Aguardando","analise",,
,"MG-3109006-102C78570B7E4004B1A99117B34DD97E","3.4714","MG","Brumadinho","0.1736","IRU","AT","Aguardando","analise",,
,"MG-3109006-28D6B22FCBFE46E19EEE53A4A18A04BC","1.4208","MG","Brumadinho","0.0700","IRU","AT","Aguardando","análise",,
,"MG-3109006-1A327A0BBAC140BDB85E0D4ACD7C866D","16.9020","MG","Brumadinho","0.8451","IRU","AT","Aguardando","analise",,
,"MG-3109006-8E971F5D194D496C856308627428792B","15.9271","MG","Brumadinho","0.7964","IRU","AT","Aguardando","analise",,
,"MG-3109006-C4BDC0E4D287443F819B7A3DE2739A66","18.4898","MG","Brumadinho","0.9245","IRU","AT","Aguardando","analise",,
,"MG-3109006-9B067827113F4BCCAB77D6E2A754B565","14.5002","MG","Brumadinho","0.7250","IRU","AT","Aguardando","analise",,
,"MG-3109006-2D47726536814068B6EC539911CBDD93","86.9225","MG","Brumadinho","4.3553","IRU","AT","Aguardando","analise",,
,"MG-3109006-AB9AD285C2974CDBB5370E726DAC14BA","8.8996","MG","Brumadinho","0.4450","IRU","AT","Aguardando","análise",,
,"MG-3109006-58FE21C6ED9C4C68AFEC82F963A37B32","3.7579","MG","Brumadinho","0.1879","IRU","AT","Aguardando","analise",,
,"MG-3109006-FFDE19BD0FBD4016ABBD0AF0C622822F","17.5920","MG","Brumadinho","0.8796","IRU","AT","Aguardando","analise",,
,"MG-3109006-3E95D7C12AF048D58A83CF295C1088DE","1.0874","MG","Brumadinho","0.0544","IRU","AT","Aguardando","analise",,
,"MG-3109006-820ED69AC92B41989EA780B0A4B06C6D","20.1035","MG","Brumadinho","1.0052","IRU","AT","Aguardando","analise",,
,"MG-3109006-CC458043AF7F43C48DB085DB267F020D","6.5208","MG","Brumadinho","0.3260","IRU","AT","Aguardando","analise",,
,"MG-3109006-199212AB1937450282F52B592F40B07A","111.4185","MG","Brumadinho","5.5709","IRU","AT","Aguardando","analise",,
,"MG-3109006-3F8D05927B5649C681F36AEE8EE869DA","0.5156","MG","Brumadinho","0.0258","IRU","AT","Aguardando","análise",,
,"MG-3109006-8567D407001A4747959A82514B07D2C5","21.5066","MG","Brumadinho","1.0753","IRU","AT","Aguardando","analise",,
,"MG-3109006-1FC1EB0512B94B18AF48D70A5166A67D","45.8679","MG","Brumadinho","2.2934","IRU","AT","Aguardando","analise",,
,"MG-3109006-237AC3D1299A4DCEBF83768EA188483E","3.7824","MG","Brumadinho","0.2724","IRU","AT","Aguardando","analise",,
,"MG-3109006-565C161CB80A43D6963F44BCA0DE18AE","26.5062","MG","Brumadinho","1.3253","IRU","AT","Aguardando","analise",,
,"MG-3109006-0B1E81AAFCB44F0B9383F85FBA174F31","0.3573","MG","Brumadinho","0.0179","IRU","AT","Aguardando","analise",,
,"MG-3109006-F8A65C4FC57541AB864F5A33B240F2CF","121.2800","MG","Brumadinho","6.0640","IRU","AT","Aguardando","analise",,
,"MG-3109006-DB8DEACCCB2641BDB4849E31FC02FBEE","1.6018","MG","Brumadinho","0.0800","IRU","AT","Aguardando","análise",,
,"MG-3109006-C633A3D69D254061AEC0A3848368C5B9","0.1000","MG","Brumadinho","0.0050","IRU","AT","Aguardando","analise",,
,"MG-3109006-968AABB896464792A753F2E6AE84C458","9.2935","MG","Brumadinho","0.4647","IRU","AT","Aguardando","analise",,
,"MG-3109006-F1789C711E394C4589C08D8E23A8AABA","2.0000","MG","Brumadinho","0.1000","IRU","AT","Aguardando","analise",,
,"MG-3109006-3915B2F3DF17465C9489855D46AC20E0","7.5624","MG","Brumadinho","0.3781","IRU","AT","Aguardando","analise",,
,"MG-3109006-F562658CC99D48509AD755706F66E552","28.1051","MG","Brumadinho","1.4053","IRU","AT","Aguardando","analise",,
,"MG-3109006-417A7F8A536D4E148A8215A62D639FAA","148.6168","MG","Brumadinho","7.4300","IRU","AT","Aguardando","análise",,
,"MG-3109006-688919AA5A154034BEDAC03A89E5A3DD","18.5068","MG","Brumadinho","0.9253","IRU","AT","Aguardando","analise",,
,"MG-3109006-1B537CFB740944FB98F573E575EDDE77","1.4521","MG","Brumadinho","0.0726","IRU","AT","Aguardando","análise",,
,"MG-3109006-8BB51521CA8A402E97CDF69A54F6E5C1","10.2537","MG","Brumadinho","0.5127","IRU","AT","Aguardando","analise",,
,"MG-3109006-0A7BDFC719C74FBDBB2772C0494E2552","14.8007","MG","Brumadinho","0.7400","IRU","AT","Aguardando","analise",,
,"MG-3109006-9B6E314FEDBE4F758D262E17514EAC90","20.1957","MG","Brumadinho","1.0098","IRU","AT","Aguardando","analise",,
,"MG-3109006-9D83B8C47047443BAF10565EC95F4705","2.3026","MG","Brumadinho","0.1200","IRU","AT","Aguardando","análise",,
,"MG-3109006-41E954DA9352424E819BAF08316CE491","56.9380","MG","Brumadinho","2.8469","IRU","AT","Aguardando","analise",,
,"MG-3109006-AF002318C57347A8AD5515966AA37369","0.9662","MG","Brumadinho","0.0483","IRU","AT","Aguardando","análise",,
,"MG-3109006-4FF6F9412D924F60BE5392FB40A58DDA","8.3154","MG","Brumadinho","0.4158","IRU","AT","Aguardando","analise",,
,"MG-3109006-E77F3CF4CA1C417C9E0C70ADB99165BE","14.0598","MG","Brumadinho","0.7030","IRU","AT","Aguardando","analise",,
,"MG-3109006-8E92EAB8994042DEA9AEB9C1264454B8","206.7009","MG","Brumadinho","10.3350","IRU","AT","Aguardando","analise",,
,"MG-3109006-90B877010C654D0EA4D57065F2B68303","121.7385","MG","Brumadinho","6.0800","IRU","AT","Aguardando","análise",,
,"MG-3109006-04194FA75E0E45D1A90C563BD81E54A0","137.5423","MG","Brumadinho","6.8771","IRU","AT","Aguardando","analise",,
,"MG-3109006-3FAF9F802D5844B2865FC3BA891713BC","2.0998","MG","Brumadinho","0.1050","IRU","AT","Aguardando","analise",,
,"MG-3109006-13CAD7B170914E11BE687D81C74C5F10","213.8586","MG","Brumadinho","10.6929","IRU","AT","Aguardando","analise",,
,"MG-3109006-69B3D703A5434775AEB86B0466D1CEBF","9.7946","MG","Brumadinho","0.4897","IRU","AT","Aguardando","analise",,
,"MG-3109006-83B2F62774FD4B5F8AFB5DC1A5658FDF","0.0887","MG","Brumadinho","0.0044","IRU","AT","Aguardando","analise",,
,"MG-3109006-F286F22273064F909390AED3C9EDFD5F","0.0992","MG","Brumadinho","0.0050","IRU","AT","Aguardando","analise",,
